CustomerID,City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,tenure_bin,monthly_bin,cltv_bin
0396-YCHWO,Sacramento,Male,0,1,0,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.4,3474.2,No,0,44,5111,,25-48,"(89.862, 118.75]","(4882.6, 5540.8]"
0867-LDTTC,Sacramento,Male,0,0,0,5,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.15,392.65,No,0,68,5900,,0-6,"(70.35, 89.862]","(5540.8, 6500.0]"
9391-DXGGG,Sacramento,Female,1,0,0,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),89.15,3990.75,No,0,27,4368,,25-48,"(70.35, 89.862]","(4195.4, 4882.6]"
9844-FELAJ,Sacramento,Female,1,1,1,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.9,7475.85,No,0,53,5899,,49+,"(89.862, 118.75]","(5540.8, 6500.0]"
2122-SZZZD,Sacramento,Male,0,0,0,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.5,835.5,No,0,35,4220,,25-48,"(18.249, 35.588]","(4195.4, 4882.6]"
3148-AOIQT,Sacramento,Female,0,1,0,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1718.35,No,0,45,4106,,49+,"(18.249, 35.588]","(3178.2, 4195.4]"
8395-ETZKQ,Sacramento,Male,1,1,1,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,1193.55,No,0,51,5443,,49+,"(18.249, 35.588]","(4882.6, 5540.8]"
6692-YQHXC,Sacramento,Male,0,0,0,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,1205.5,No,0,54,5596,,13-24,"(35.588, 70.35]","(5540.8, 6500.0]"
3889-VWBID,Antelope,Male,0,1,1,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),82.85,5776.45,No,0,42,5184,,49+,"(70.35, 89.862]","(4882.6, 5540.8]"
5222-JCXZT,Sacramento,Male,0,0,0,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,78.9,No,0,55,3022,,0-6,"(18.249, 35.588]","(2002.999, 3178.2]"
9754-CLVZW,Marysville,Female,0,1,1,26,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),38.85,1025.15,No,0,43,3970,,25-48,"(35.588, 70.35]","(3178.2, 4195.4]"
2739-CCZMB,Alleghany,Male,0,0,1,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,122.0,No,0,60,3161,,0-6,"(18.249, 35.588]","(2002.999, 3178.2]"
7080-TNUWP,Arbuckle,Male,0,1,0,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.0,6602.9,No,0,65,6259,,49+,"(89.862, 118.75]","(5540.8, 6500.0]"
0496-AHOOK,Bangor,Male,0,1,0,24,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.4,1712.9,No,0,68,4310,,13-24,"(70.35, 89.862]","(4195.4, 4882.6]"
8336-TAVKX,Berry Creek,Female,1,1,0,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.45,5682.25,No,0,71,4032,,49+,"(70.35, 89.862]","(3178.2, 4195.4]"
2468-SJFLM,Biggs,Male,0,0,0,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.3,74.3,No,0,64,3063,,0-6,"(70.35, 89.862]","(2002.999, 3178.2]"
3181-VTHOE,Browns Valley,Male,0,1,0,70,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),51.05,3635.15,No,0,69,4042,,49+,"(35.588, 70.35]","(3178.2, 4195.4]"
7168-HDQHG,Brownsville,Female,0,1,1,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.2,702.9,No,0,79,3043,,25-48,"(18.249, 35.588]","(2002.999, 3178.2]"
4567-AKPIA,Canyon Dam,Female,0,1,1,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.1,4454.25,No,0,77,4854,,25-48,"(89.862, 118.75]","(4195.4, 4882.6]"
7901-HXJVA,Chico,Male,0,0,0,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.45,1117.55,No,0,52,2292,,13-24,"(70.35, 89.862]","(2002.999, 3178.2]"
5924-IFQTT,Crescent Mills,Male,0,1,1,13,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.8,930.05,No,0,46,2862,,13-24,"(70.35, 89.862]","(2002.999, 3178.2]"
7968-QUXNS,Dobbins,Male,0,0,0,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.95,110.15,No,0,68,5920,,0-6,"(18.249, 35.588]","(5540.8, 6500.0]"
8903-WMRNW,Durham,Female,0,1,0,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.75,1669.4,No,0,50,2919,,13-24,"(89.862, 118.75]","(2002.999, 3178.2]"
2452-SNHFZ,Elk Creek,Female,0,0,0,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.45,3545.1,No,0,66,4995,,25-48,"(70.35, 89.862]","(4882.6, 5540.8]"
3629-WEAAM,Forbestown,Female,0,0,0,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,64.1,504.05,No,0,25,2804,,7-12,"(35.588, 70.35]","(2002.999, 3178.2]"
6029-CSMJE,Forest Ranch,Male,0,0,0,17,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.65,440.2,No,0,24,3090,,13-24,"(18.249, 35.588]","(2002.999, 3178.2]"
7993-NQLJE,Glenn,Male,0,1,1,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.1,1151.55,No,0,60,4634,,13-24,"(70.35, 89.862]","(4195.4, 4882.6]"
9909-DFRJA,Goodyears Bar,Female,0,0,0,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.85,2475.35,No,0,42,3834,,25-48,"(89.862, 118.75]","(3178.2, 4195.4]"
9099-FTUHS,Grass Valley,Female,0,0,0,23,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.4,1249.25,No,0,22,2989,,13-24,"(35.588, 70.35]","(2002.999, 3178.2]"
0581-BXBUB,Penn Valley,Female,1,0,0,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,72.75,317.75,No,0,50,4503,,0-6,"(70.35, 89.862]","(4195.4, 4882.6]"
4962-CHQPW,Greenville,Male,0,0,1,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,535.05,No,0,26,2941,,25-48,"(18.249, 35.588]","(2002.999, 3178.2]"
9467-ROOLM,Gridley,Female,0,0,0,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,461.3,No,0,65,2692,,25-48,"(18.249, 35.588]","(2002.999, 3178.2]"
5150-ITWWB,Hamilton City,Male,1,0,0,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.85,335.75,No,0,40,4496,,0-6,"(89.862, 118.75]","(4195.4, 4882.6]"
2253-KPMNB,Live Oak,Female,0,1,1,69,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),46.25,3121.4,No,0,33,4180,,49+,"(35.588, 70.35]","(3178.2, 4195.4]"
1345-ZUKID,Magalia,Male,0,0,0,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,324.8,No,0,39,2400,,13-24,"(18.249, 35.588]","(2002.999, 3178.2]"
6429-SHBCB,Maxwell,Male,0,0,0,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,69.6,1394.55,No,0,77,3349,,13-24,"(35.588, 70.35]","(3178.2, 4195.4]"
9281-OFDMF,Meadow Valley,Male,1,0,0,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,90.7,3413.25,No,0,39,5028,,25-48,"(89.862, 118.75]","(4882.6, 5540.8]"
2603-HVKCG,Meridian,Male,0,0,0,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3143.65,No,0,72,2025,,25-48,"(89.862, 118.75]","(2002.999, 3178.2]"
1834-WULEG,Nevada City,Male,0,1,1,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,439.75,No,0,58,3000,,13-24,"(18.249, 35.588]","(2002.999, 3178.2]"
9097-ZUBYC,North San Juan,Male,0,1,0,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.8,664.4,No,0,77,2168,,13-24,"(35.588, 70.35]","(2002.999, 3178.2]"
5148-ORICT,Olivehurst,Female,0,1,0,64,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,74.35,4759.55,No,0,80,4781,,49+,"(70.35, 89.862]","(4195.4, 4882.6]"
4893-GYUJU,Oregon House,Female,0,0,0,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.35,1033.0,No,0,39,5247,,49+,"(18.249, 35.588]","(4882.6, 5540.8]"
4578-PHJYZ,Orland,Male,0,1,1,52,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,68.75,3482.85,No,0,51,4172,,49+,"(35.588, 70.35]","(3178.2, 4195.4]"
7272-QDCKA,Oroville,Male,0,0,0,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,100.2,2688.45,No,0,79,5137,,25-48,"(89.862, 118.75]","(4882.6, 5540.8]"
8908-SLFCJ,Oroville,Female,0,0,0,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.85,435.25,No,0,35,5422,,13-24,"(18.249, 35.588]","(4882.6, 5540.8]"
9766-HGEDE,Paradise,Female,0,1,0,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,307.0,No,0,77,2185,,13-24,"(18.249, 35.588]","(2002.999, 3178.2]"
6968-MHOMU,Princeton,Male,0,1,0,58,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),45.0,2689.35,No,0,55,5006,,49+,"(35.588, 70.35]","(4882.6, 5540.8]"
5044-XDPYX,Chico,Female,0,1,0,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1281.25,No,0,43,5447,,49+,"(18.249, 35.588]","(4882.6, 5540.8]"
1814-WFGVS,Richvale,Male,0,1,1,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,48.9,3527.0,No,0,47,5415,,49+,"(35.588, 70.35]","(4882.6, 5540.8]"
3721-WKIIL,Smartville,Female,0,0,0,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,561.15,No,0,21,2896,,25-48,"(18.249, 35.588]","(2002.999, 3178.2]"
6734-CKRSM,Stirling City,Female,0,0,0,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,63.6,No,0,65,4258,,0-6,"(18.249, 35.588]","(4195.4, 4882.6]"
1265-ZFOSD,Stonyford,Female,0,1,0,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,81.3,5129.3,No,0,74,5254,,49+,"(70.35, 89.862]","(4882.6, 5540.8]"
6568-POCUI,Strawberry Valley,Female,0,1,0,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,No,0,27,3363,,25-48,"(89.862, 118.75]","(3178.2, 4195.4]"
5197-LQXXH,Taylorsville,Female,0,1,0,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.3,5894.5,No,0,24,4264,,49+,"(70.35, 89.862]","(4195.4, 4882.6]"
3457-PQBYH,Washington,Female,0,1,1,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,1160.75,No,0,66,4424,,49+,"(18.249, 35.588]","(4195.4, 4882.6]"
7682-AZNDK,Williams,Male,0,1,1,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.85,3091.75,No,0,45,3096,,25-48,"(70.35, 89.862]","(2002.999, 3178.2]"
5384-ZTTWP,Yuba City,Female,0,1,1,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,272.95,No,0,34,4167,,13-24,"(18.249, 35.588]","(3178.2, 4195.4]"
3745-HRPHI,Yuba City,Male,0,1,1,66,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54.65,3632.0,No,0,42,4051,,49+,"(35.588, 70.35]","(3178.2, 4195.4]"
7636-OWBPG,Redding,Male,1,0,0,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.35,381.2,No,0,27,3606,,7-12,"(18.249, 35.588]","(3178.2, 4195.4]"
1231-YNDEK,Redding,Male,0,0,0,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.15,1035.5,No,0,25,6339,,49+,"(18.249, 35.588]","(5540.8, 6500.0]"
1407-DIGZV,Redding,Female,0,1,1,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.1,52.0,No,0,30,3863,,0-6,"(18.249, 35.588]","(3178.2, 4195.4]"
0570-BFQHT,Anderson,Female,0,0,0,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.55,653.9,No,0,26,3581,,7-12,"(70.35, 89.862]","(3178.2, 4195.4]"
4393-OBCRR,Bella Vista,Female,0,0,0,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,71.2,No,0,31,4331,,0-6,"(18.249, 35.588]","(4195.4, 4882.6]"
8564-LDKFL,Big Bar,Male,0,1,0,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.0,4178.65,No,0,77,5118,,25-48,"(89.862, 118.75]","(4882.6, 5540.8]"
3696-DFHHB,Big Bend,Female,0,0,0,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.5,1821.8,No,0,37,5182,,49+,"(18.249, 35.588]","(4882.6, 5540.8]"
4717-GHADL,Callahan,Female,0,0,0,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,79.6,4024.2,No,0,39,5592,,49+,"(70.35, 89.862]","(5540.8, 6500.0]"
5501-TVMGM,Canby,Male,0,0,0,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.25,55.25,No,0,49,3255,,0-6,"(35.588, 70.35]","(3178.2, 4195.4]"
5879-HMFFH,Cassel,Female,0,1,0,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),88.05,6520.8,No,0,42,6247,,49+,"(70.35, 89.862]","(5540.8, 6500.0]"
6772-WFQRD,Castella,Male,0,0,1,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.4,854.9,No,0,59,3200,,25-48,"(18.249, 35.588]","(3178.2, 4195.4]"
3810-DVDQQ,Shasta Lake,Female,0,1,1,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),117.6,8308.9,No,0,54,6173,,49+,"(89.862, 118.75]","(5540.8, 6500.0]"
6972-SNKKW,Chester,Female,0,0,0,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,109.2,No,0,53,3142,,0-6,"(18.249, 35.588]","(2002.999, 3178.2]"
3694-GLTJM,Corning,Female,0,0,0,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.65,92.05,No,0,42,2878,,0-6,"(18.249, 35.588]","(2002.999, 3178.2]"
8550-XSXUQ,Cottonwood,Male,0,1,0,48,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),70.55,3420.5,No,0,39,3997,,25-48,"(70.35, 89.862]","(3178.2, 4195.4]"
9055-MOJJJ,Douglas City,Female,0,1,1,64,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,65.8,4068.0,No,0,57,4754,,49+,"(35.588, 70.35]","(4195.4, 4882.6]"
4359-INNWN,Dunsmuir,Female,0,0,0,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,337.9,No,0,70,4828,,13-24,"(18.249, 35.588]","(4195.4, 4882.6]"
0585-EGDDA,Etna,Male,0,1,0,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.0,3168.75,No,0,31,2478,,25-48,"(70.35, 89.862]","(2002.999, 3178.2]"
4032-RMHCI,Fall River Mills,Female,0,1,1,41,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,1412.4,No,0,43,4375,,25-48,"(18.249, 35.588]","(4195.4, 4882.6]"
0549-CYCQN,Flournoy,Male,1,0,0,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),79.6,3974.7,No,0,59,4673,,49+,"(70.35, 89.862]","(4195.4, 4882.6]"
3481-JHUZH,Forks Of Salmon,Male,0,1,0,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,3439.0,No,0,49,5757,,25-48,"(70.35, 89.862]","(5540.8, 6500.0]"
3594-IVHJZ,French Gulch,Female,0,0,0,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,42.45,No,0,56,2606,,0-6,"(18.249, 35.588]","(2002.999, 3178.2]"
6869-FGJJC,Gazelle,Male,0,0,0,68,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),79.6,5461.45,No,0,20,5210,,49+,"(70.35, 89.862]","(4882.6, 5540.8]"
3896-ZVNET,Gerber,Female,0,1,1,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.7,571.75,No,0,56,5302,,13-24,"(18.249, 35.588]","(4882.6, 5540.8]"
8205-VSLRB,Greenview,Male,0,1,0,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),77.3,5498.2,No,0,23,6252,,49+,"(70.35, 89.862]","(5540.8, 6500.0]"
5960-MVTUK,Grenada,Male,0,0,0,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.75,96.85,No,0,55,3425,,0-6,"(18.249, 35.588]","(3178.2, 4195.4]"
6817-WTYHE,Happy Camp,Male,0,0,0,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.9,111.05,No,0,26,4370,,0-6,"(35.588, 70.35]","(4195.4, 4882.6]"
3082-VQXNH,Hat Creek,Male,0,1,0,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),29.8,94.4,No,0,32,5614,,0-6,"(18.249, 35.588]","(5540.8, 6500.0]"
4931-TRZWN,Hornbrook,Female,0,0,0,13,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.95,923.85,No,0,67,3605,,13-24,"(70.35, 89.862]","(3178.2, 4195.4]"
0750-EKNGL,Hyampom,Male,0,0,0,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,141.1,No,0,46,4476,,7-12,"(18.249, 35.588]","(4195.4, 4882.6]"
7669-LCRSD,Igo,Male,0,1,1,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.3,628.65,No,0,56,2047,,7-12,"(35.588, 70.35]","(2002.999, 3178.2]"
3567-PQTSO,Junction City,Male,0,1,1,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.25,5576.3,No,0,56,6365,,49+,"(89.862, 118.75]","(5540.8, 6500.0]"
8043-PNYSD,Lakehead,Male,0,1,1,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1245.6,No,0,36,6002,,49+,"(18.249, 35.588]","(5540.8, 6500.0]"
9938-EKRGF,Lewiston,Female,0,0,0,15,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,84.45,1287.85,No,0,46,4653,,13-24,"(70.35, 89.862]","(4195.4, 4882.6]"
2703-AMTUL,Lookout,Male,0,1,1,36,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,53.65,1939.35,No,0,37,4113,,25-48,"(35.588, 70.35]","(3178.2, 4195.4]"
0928-JMXNP,Los Molinos,Male,1,1,0,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.9,118.25,No,0,46,2914,,0-6,"(18.249, 35.588]","(2002.999, 3178.2]"
8173-RXAYP,Mcarthur,Female,0,1,1,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,452.55,No,0,42,4642,,13-24,"(18.249, 35.588]","(4195.4, 4882.6]"
4825-XJGDM,Mccloud,Female,0,0,0,61,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),43.7,2696.55,No,0,50,4051,,49+,"(35.588, 70.35]","(3178.2, 4195.4]"
5402-HTOTQ,Macdoel,Male,0,0,0,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.3,875.35,No,0,25,3771,,13-24,"(35.588, 70.35]","(3178.2, 4195.4]"
6734-JDTTV,Manton,Male,0,1,1,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.85,1267.05,No,0,52,6009,,49+,"(18.249, 35.588]","(5540.8, 6500.0]"
7850-THJMU,Mill Creek,Female,0,1,1,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,494.9,No,0,37,4184,,25-48,"(18.249, 35.588]","(3178.2, 4195.4]"
3890-RTCMS,Millville,Male,0,0,0,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.45,799.0,No,0,49,3446,,13-24,"(35.588, 70.35]","(3178.2, 4195.4]"
3717-FDJFU,Montgomery Creek,Male,0,0,1,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,106.9,No,0,75,3353,,0-6,"(18.249, 35.588]","(3178.2, 4195.4]"
3665-JATSN,Mount Shasta,Female,0,0,0,19,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.7,710.05,No,0,65,4034,,13-24,"(35.588, 70.35]","(3178.2, 4195.4]"
7966-YOTQW,Nubieber,Male,0,0,0,10,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.5,568.2,No,0,59,4163,,7-12,"(35.588, 70.35]","(3178.2, 4195.4]"
8853-TZDGH,Palo Cedro,Female,0,0,0,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,8012.75,No,0,59,5425,,49+,"(89.862, 118.75]","(4882.6, 5540.8]"
4324-BZCKL,Paynes Creek,Female,0,1,1,10,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.55,551.3,No,0,41,2530,,7-12,"(35.588, 70.35]","(2002.999, 3178.2]"
6924-TDGMT,Platina,Male,0,1,0,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.55,184.95,No,0,23,3971,,7-12,"(18.249, 35.588]","(3178.2, 4195.4]"
1536-YHDOE,Round Mountain,Male,0,1,1,17,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,62.1,1096.65,No,0,33,3937,,13-24,"(35.588, 70.35]","(3178.2, 4195.4]"
8123-QBNAZ,Scott Bar,Female,0,1,1,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,3684.95,No,0,49,4102,,25-48,"(89.862, 118.75]","(3178.2, 4195.4]"
3629-ZNKXA,Seiad Valley,Male,1,0,0,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.8,1752.45,No,0,53,3296,,13-24,"(89.862, 118.75]","(3178.2, 4195.4]"
4827-LTQRJ,Shasta,Female,1,1,1,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.6,7210.85,No,0,67,5418,,49+,"(89.862, 118.75]","(4882.6, 5540.8]"
7711-YIJWC,Shingletown,Male,0,1,1,61,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),84.9,5264.5,No,0,72,4413,,49+,"(70.35, 89.862]","(4195.4, 4882.6]"
5482-VXSXJ,Tehama,Male,0,0,0,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.2,2157.3,No,0,26,4093,,13-24,"(89.862, 118.75]","(3178.2, 4195.4]"
